관광지명,지역명,중분류,소분류
해바라기캠핑장,경상북도 문경시,육상 레포츠,"야영장,오토캠핑장"
해바리마을,경상남도 남해군,체험관광지,농.산.어촌 체험
해방촌 혼고,서울특별시 용산구,음식점,한식
해방촌마을,서울특별시 용산구,체험관광지,이색거리
해변가,인천광역시 연수구,음식점,한식
해변기암절벽,충청남도 보령시,관광자원,기암괴석
해변앞펜션,충청남도 태안군,숙박시설,펜션
해변짚불곰장어,부산광역시 기장군,음식점,한식
해변촌탈아리궁,전라북도 부안군,음식점,한식
해변해물탕,강원도 평창군,음식점,한식
해변횟집,경상남도 남해군,음식점,한식
해병대104고지전적비,서울특별시 서대문구,건축/조형물,기념탑/기념비/전망대
해봉사(포항),경상북도 포항시,역사관광지,사찰
해봉정육,서울특별시 강남구,음식점,한식
해비치CC,경기도 남양주시,육상 레포츠,골프
해비치리조트,제주특별자치도 서귀포시,숙박시설,콘도미니엄
해비치호텔,제주특별자치도 서귀포시,숙박시설,관광호텔
해비치호텔,전라남도 광양시,숙박시설,관광호텔
해사랑전복마을,경상남도 남해군,음식점,한식
해산전망대,강원도 화천군,역사관광지,안보관광
해상공원횟집,경기도 시흥시,음식점,한식
해상관광탐방로,인천광역시 중구,자연관광지,해안절경
해상인도교 (대하랑꽃게랑),충청남도 태안군,건축/조형물,다리/대교
해석,경상남도 거제시,음식점,일식
해성도뚜리,제주특별자치도 제주시,음식점,한식
해성막창집본점,부산광역시 해운대구,음식점,한식
해성재첩식당,경상남도 하동군,음식점,한식
해성파크텔,제주특별자치도 서귀포시,숙박시설,게스트하우스
해성횟집,강원도 강릉시,음식점,한식
해솔길캠핑장,경기도 안산시,육상 레포츠,"야영장,오토캠핑장"
해솔리아CC,경기도 용인시,육상 레포츠,골프
해솔바다낚시터,경기도 안산시,수상 레포츠,바다낚시
해솔방,경상북도 경주시,음식점,한식
해솔캠핑장,강원도 홍천군,육상 레포츠,"야영장,오토캠핑장"
해송,전라북도 군산시,음식점,한식
해송숲에서 즐기는 캠핑여행,None,캠핑코스,캠핑코스
해송쌈밥,인천광역시 중구,음식점,한식
해송펜션,인천광역시 옹진군,숙박시설,펜션
해송회타운,경상남도 통영시,음식점,한식
해수욕장과 절경 산책로를 품은 ‘보물섬’,None,힐링코스,힐링코스
해수욕장펜션,경상남도 통영시,숙박시설,펜션
해수워터피아,인천광역시 서구,휴양관광지,온천/욕장/스파
해슬리나인브릿지,경기도 여주시,육상 레포츠,골프
해심,서울특별시 영등포구,음식점,한식
해심가든,경기도 성남시,음식점,한식
해심가든/해심갈비,제주특별자치도 서귀포시,음식점,한식
해안 따라 보물이 가득한 무안 낙지길을 걷자.,None,도보코스,도보코스
해안거님길,경상남도 거제시,육상 레포츠,트래킹
해안누리길 몰운대길,부산광역시 사하구,육상 레포츠,트래킹
해안반점,서울특별시 강동구,음식점,중식
해안분지 (강원평화지역 국가지질공원),강원도 양구군,자연관광지,자연생태관광지
"해양과학 체험부터 어촌 체험까지, 바다를 만나는 체험여행",None,가족코스,가족코스
해양관광레저스포츠센터,강원도 삼척시,육상 레포츠,스포츠센터
해양드라마세트장 ('역적'촬영지 해양드라마세트장),경상남도 창원시,체험관광지,이색체험
해양모텔,전라남도 목포시,숙박시설,모텔
해양스포츠교실,부산광역시 영도구,수상 레포츠,스노쿨링/스킨스쿠버다이빙
해양에너지공원,전라남도 진도군,휴양관광지,공원
해양테마과학관 (당진),충청남도 당진시,체험관광지,이색체험
해양환경공단 해양환경교육원(부산),부산광역시 영도구,문화시설,전시관
해여림빌리지캠핑장,경기도 여주시,육상 레포츠,"야영장,오토캠핑장"
해오름,경상북도 안동시,음식점,한식
해오름 관광농원,충청남도 서천군,육상 레포츠,"야영장,오토캠핑장"
해오름 민박,전라남도 순천시,숙박시설,민박
해오름 펜션,경상남도 거제시,숙박시설,펜션
해오름거진항생선찜,강원도 고성군,음식점,한식
해오름관광펜션,경상북도 울릉군,숙박시설,펜션
해오름봉평메밀막국수,서울특별시 영등포구,음식점,한식
해오름식당,제주특별자치도 제주시,음식점,한식
해오름예술촌,경상남도 남해군,체험관광지,이색체험
해오름캠핑장,울산광역시 울주군,육상 레포츠,"야영장,오토캠핑장"
해오름펜션,전라남도 장흥군,숙박시설,펜션
해오름펜션야영장,전라남도 담양군,육상 레포츠,"야영장,오토캠핑장"
해오름황토펜션,경상남도 통영시,숙박시설,펜션
해옥 공예,충청남도 태안군,쇼핑,"공예,공방"
해온어시장,경기도 화성시,음식점,일식
해와달,울산광역시 동구,음식점,한식
해와달,경기도 광주시,음식점,한식
해와달 펜션,강원도 평창군,숙박시설,펜션
해와달가두리낚시터,경상남도 하동군,수상 레포츠,바다낚시
해왓,제주특별자치도 서귀포시,음식점,한식
해왕해물탕,강원도 동해시,음식점,한식
해우리,경기도 수원시,음식점,한식
해우재,경기도 수원시,문화시설,전시관
해운대 가야밀면,부산광역시 해운대구,음식점,한식
해운대 관광특구,부산 해운대구,휴양관광지,관광단지
해운대 그린레일웨이 (미포~송정 구간),부산광역시 해운대구,자연관광지,자연생태관광지
해운대 달맞이길,부산광역시 해운대구,자연관광지,해안절경
해운대 동백섬,부산광역시 해운대구,자연관광지,섬
해운대 로데오거리,부산광역시 해운대구,쇼핑,전문상가
해운대 블루라인파크,부산광역시 해운대구,체험관광지,이색체험
해운대 비지니스호텔 S [한국관광 품질인증/Korea Quality],부산광역시 해운대구,숙박시설,모텔
해운대 영무파라드호텔,부산광역시 해운대구,숙박시설,서비스드레지던스
"해운대 H STAY HOTEL (구, 시타딘호텔)",부산광역시 해운대구,숙박시설,서비스드레지던스
해운대기와집대구탕,부산광역시 해운대구,음식점,한식
해운대를 지나 문탠로드를 걷다,None,도보코스,도보코스
해운대리버크루즈,부산광역시 해운대구,휴양관광지,유람선/잠수함관광
해운대문화회관,부산광역시 해운대구,문화시설,공연장
해운대센텀호텔,부산광역시 해운대구,숙박시설,관광호텔
해운대수목원,부산 해운대구,자연관광지,수목원
해운대암소갈비집,부산광역시 해운대구,음식점,한식
해운대온천센터,부산광역시 해운대구,휴양관광지,온천/욕장/스파
해운대원조할매국밥,부산광역시 해운대구,음식점,한식
해운대일대(낚시터),부산광역시 해운대구,수상 레포츠,바다낚시
해운대해수욕장,부산광역시 해운대구,자연관광지,해수욕장
해운사(구미),경상북도 구미시,역사관광지,사찰
해운정양식장,인천광역시 강화군,음식점,일식
해운청소년수련원,경상남도 양산시,육상 레포츠,수련시설
해울림영농조합법인,전라남도 고흥군,육상 레포츠,"야영장,오토캠핑장"
해움미술관,경기도 수원시,문화시설,미술관/화랑
해원횟집,경상남도 통영시,음식점,한식
해월당 언양점,울산광역시 울주군,음식점,이색음식점
해월암(임실),전라북도 임실군,역사관광지,사찰
해월정,부산광역시 해운대구,건축/조형물,기념탑/기념비/전망대
해월정 서귀포점,제주특별자치도 서귀포시,음식점,한식
해월토장,인천광역시 연수구,음식점,한식
해은사(김해),경상남도 김해시,역사관광지,사찰
해인가든식당,경상남도 합천군,음식점,한식
해인사 삼성식당,경상남도 합천군,음식점,한식
해인사 성보박물관,경상남도 합천군,문화시설,박물관
해인사(합천),경상남도 합천군,역사관광지,사찰
해인사관광호텔,경상남도 합천군,숙박시설,관광호텔
해인사와 팔만대장경을 만나는 여행,None,가족코스,가족코스
해자연캠핑장,경기도 남양주시,육상 레포츠,"야영장,오토캠핑장"
해장국집,인천광역시 동구,음식점,한식
해장촌,경기도 화성시,음식점,한식
해저터널(통영),경상남도 통영시,건축/조형물,터널
해조음펜션,충청남도 태안군,숙박시설,펜션
해주,경기도 수원시,음식점,일식
해주냉면,서울특별시 송파구,음식점,한식
해지개다리,경상남도 고성군,건축/조형물,다리/대교
해지개캠핑장,경기도 연천군,육상 레포츠,"야영장,오토캠핑장"
해지름펜션,경상남도 통영시,숙박시설,펜션
해진횟집,제주특별자치도 제주시,음식점,한식
해질녘강물소리,강원도 영월군,숙박시설,펜션
해창만오토캠핑장,전라남도 고흥군,육상 레포츠,"야영장,오토캠핑장"
해초냉면,전라북도 전주시,음식점,한식
해촌산장어숯불구이,전라남도 여수시,음식점,한식
해촌서원,전라남도 해남군,역사관광지,유적지/사적지
해파랑 (삼척 쏠비치),강원도 삼척시,음식점,한식
해파랑공원,경상북도 영덕군,휴양관광지,공원
해파랑길 1코스,부산광역시 남구,육상 레포츠,트래킹
해파랑길 2코스,부산광역시 해운대구,레포츠소개,육상레포츠
해파랑길 33코스,강원도 동해시,육상 레포츠,트래킹
해파랑길 35코스,강원도 강릉시,육상 레포츠,트래킹
해파랑길 36코스,강원도 강릉시,육상 레포츠,트래킹
해파랑길 37코스,강원도 강릉시,육상 레포츠,트래킹
해파랑길 38코스,강원도 강릉시,육상 레포츠,트래킹
해파랑길 39코스,강원도 강릉시,육상 레포츠,트래킹
해파랑길 40코스,강원도 강릉시,육상 레포츠,트래킹
해파랑길 41코스,강원도 강릉시,육상 레포츠,트래킹
해파랑길 42코스,강원 양양군,레포츠소개,육상레포츠
해파랑길 43코스,강원 양양군,육상 레포츠,트래킹
해파랑길 44코스,강원도 양양군,육상 레포츠,트래킹
해파랑길 45코스,강원도 속초시,육상 레포츠,트래킹
해파랑길 8코스,울산광역시 북구,육상 레포츠,트래킹
"해파랑길(경주, 포항, 영덕 구간)",None,,
"해파랑길(고성, 속초 구간)",None,,
"해파랑길(부산,울산 구간)",None,자연관광지,섬
해파랑길46코스,강원도 고성군,육상 레포츠,트래킹
해파랑길47코스,강원 고성군,육상 레포츠,트래킹
해파랑길48코스,강원 고성군,육상 레포츠,트래킹
해파랑길49코스,강원도 고성군,육상 레포츠,트래킹
해평리석장승,전라남도 보성군,역사관광지,유적지/사적지
해평열녀사당,경상남도 통영시,역사관광지,유적지/사적지
해품길펜션,경상남도 통영시,숙박시설,펜션
해품은체험농장,제주특별자치도 서귀포시,산업관광지,기타
해풍가마솥,부산광역시 기장군,음식점,한식
해풍부원군윤택영댁재실,서울특별시 중구,역사관광지,고택
